time,value_obs,issued_2026:02:09T00:00:00,issued_2026:02:09T12:00:00,issued_2026:02:10T00:00:00,issued_2026:02:10T12:00:00,issued_2026:02:11T00:00:00,issued_2026:02:11T12:00:00,issued_2026:02:12T00:00:00,issued_2026:02:12T12:00:00,issued_2026:02:13T00:00:00,issued_2026:02:13T12:00:00,issued_2026:02:14T00:00:00,issued_2026:02:14T12:00:00,issued_2026:02:15T00:00:00,issued_2026:02:15T12:00:00,issued_2026:02:16T00:00:00,issued_2026:02:16T12:00:00,issued_2026:02:17T00:00:00,issued_2026:02:17T12:00:00,issued_2026:02:18T00:00:00,issued_2026:02:18T12:00:00,issued_2026:02:19T00:00:00,issued_2026:02:19T12:00:00,issued_2026:02:20T00:00:00,issued_2026:02:20T12:00:00,issued_2026:02:21T00:00:00,issued_2026:02:21T12:00:00,issued_2026:02:22T00:00:00,issued_2026:02:22T12:00:00,issued_2026:02:23T00:00:00
2026-02-15T12:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T13:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T14:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T15:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T16:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T17:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T18:00:00Z,0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T19:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T20:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T21:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T22:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-15T23:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2026-02-16T00:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T01:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T02:00:00Z,0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T03:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.1,,,,,,,,,,,,,,
2026-02-16T04:00:00Z,0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T05:00:00Z,0,,,,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,,,
2026-02-16T06:00:00Z,0,,,,0.0,0.0,4.8,1.4,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T07:00:00Z,0,,,,,0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T08:00:00Z,0,,,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T09:00:00Z,0,,,,,4.0,0.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T10:00:00Z,0,,,,,5.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2026-02-16T11:00:00Z,0,,,,,18.0,7.8,0.2,0.0,0.0,2.5,0.3,0.1,0.0,2.5,0.0,,,,,,,,,,,,,,
2026-02-16T12:00:00Z,0,,,,,6.0,1.3,26.7,0.0,0.0,0.0,1.4,0.3,0.0,0.1,0.0,0.0,,,,,,,,,,,,,
2026-02-16T13:00:00Z,0,,,,,3.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T14:00:00Z,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T15:00:00Z,0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T16:00:00Z,0,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T17:00:00Z,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T18:00:00Z,0,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T19:00:00Z,0,,,,,,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,,,,,,,,,,,,,
2026-02-16T20:00:00Z,0,,,,,,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,,,,,,,,,,,
2026-02-16T21:00:00Z,0,,,,,,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T22:00:00Z,0,,,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-16T23:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2026-02-17T00:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T01:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T02:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T03:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T04:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T05:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,,
2026-02-17T06:00:00Z,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T07:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T08:00:00Z,0,,,,,,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T09:00:00Z,0,,,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T10:00:00Z,0,,,,,,,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T11:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
2026-02-17T12:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2026-02-17T13:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2026-02-17T14:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2026-02-17T15:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
2026-02-17T16:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,,,
2026-02-17T17:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,,,,,,,,,,,
2026-02-17T18:00:00Z,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.6,,,,,,,,,,,
2026-02-17T19:00:00Z,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,,,,,,,,,,
2026-02-17T20:00:00Z,0,,,,,,,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,,,,,,,,,,,
2026-02-17T21:00:00Z,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.0,0.0,,,,,,,,,,,
2026-02-17T22:00:00Z,0,,,,,,,,0.0,0.4,0.0,0.0,0.2,0.0,23.9,0.0,0.0,3.8,5.5,,,,,,,,,,,
2026-02-17T23:00:00Z,0,,,,,,,,0.1,15.7,0.0,1.2,0.3,0.0,3.1,0.0,0.0,0.0,0.1,,,,,,,,,,,
2026-02-18T00:00:00Z,0,,,,,,,,1.7,5.9,0.0,0.8,0.3,0.0,1.0,0.0,0.1,0.5,0.4,0.0,,,,,,,,,,
2026-02-18T01:00:00Z,0,,,,,,,,0.1,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.7,0.0,0.1,0.03,,,,,,,,,,
2026-02-18T02:00:00Z,0,,,,,,,,0.0,0.3,0.0,0.1,0.0,0.0,0.2,1.3,0.0,0.0,0.0,-0.03,,,,,,,,,,
2026-02-18T03:00:00Z,0,,,,,,,,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T04:00:00Z,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,,,,,,,,
2026-02-18T05:00:00Z,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T06:00:00Z,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T07:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T08:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T09:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T10:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T11:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2026-02-18T12:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2026-02-18T13:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,5.5,0.0,0.0,0.0,,,,,,,,,
2026-02-18T14:00:00Z,0,,,,,,,,,0.0,0.0,0.0,0.6,0.0,0.1,0.0,6.2,6.8,0.0,0.0,0.0,,,,,,,,,
2026-02-18T15:00:00Z,0,,,,,,,,,0.0,0.0,0.0,16.1,0.0,2.0,0.0,0.8,1.5,0.6,0.0,0.0,,,,,,,,,
2026-02-18T16:00:00Z,0,,,,,,,,,1.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,0.7,0.2,0.1,0.0,,,,,,,,,
2026-02-18T17:00:00Z,0,,,,,,,,,2.6,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0,2.2,0.0,,,,,,,,,
2026-02-18T18:00:00Z,0,,,,,,,,,1.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.5,17.1,0.1,,,,,,,,,
2026-02-18T19:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,15.5,0.0,,,,,,,,,
2026-02-18T20:00:00Z,0,,,,,,,,,,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,,,,,,,,,
2026-02-18T21:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,,,,,,,,,
2026-02-18T22:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.1,0.0,,,,,,,,,
2026-02-18T23:00:00Z,0,,,,,,,,,,0.1,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.1,0.2,0.0,,,,,,,,,
2026-02-19T00:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.3,0.0,0.0,0.0,,,,,,,,
2026-02-19T01:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,,,,,,,,
2026-02-19T02:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,0.2,3.8,0.0,0.0,0.5,0.4,0.1,0.0,0.22,,,,,,,,
2026-02-19T03:00:00Z,0,,,,,,,,,,0.0,0.0,0.1,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.1,0.08,,,,,,,,
2026-02-19T04:00:00Z,0,,,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,4.7,,,,,,,,
2026-02-19T05:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.9,,,,,,,,
2026-02-19T06:00:00Z,0,,,,,,,,,,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2026-02-19T07:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2026-02-19T08:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2026-02-19T09:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2026-02-19T10:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,,,,,,,
2026-02-19T11:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
2026-02-19T12:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,,,,,,,
2026-02-19T13:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
2026-02-19T14:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,,,,,,
2026-02-19T15:00:00Z,0,,,,,,,,,,,0.0,0.0,0.0,0.6,16.9,2.8,0.0,0.1,0.1,0.0,0.0,0.0,,,,,,,
2026-02-19T16:00:00Z,0,,,,,,,,,,,2.0,0.0,0.0,1.7,26.2,1.3,10.8,0.1,0.4,0.1,0.0,0.8,,,,,,,
2026-02-19T17:00:00Z,0,,,,,,,,,,,0.0,19.6,2.0,6.3,4.5,0.6,32.7,0.0,0.3,0.0,0.0,0.1,,,,,,,
2026-02-19T18:00:00Z,0,,,,,,,,,,,4.0,12.5,0.0,6.2,2.2,0.0,0.1,0.0,0.0,0.0,0.0,0.2,,,,,,,
2026-02-19T19:00:00Z,0,,,,,,,,,,,,1.5,0.0,6.8,0.4,0.0,0.0,0.0,0.0,8.3,0.0,0.0,,,,,,,
2026-02-19T20:00:00Z,0,,,,,,,,,,,,1.4,0.0,0.0,0.0,0.1,0.0,0.0,2.1,62.2,16.5,0.0,,,,,,,
2026-02-19T21:00:00Z,0,,,,,,,,,,,,1.1,0.0,0.0,0.0,0.4,0.0,0.1,0.4,87.1,2.1,0.1,,,,,,,
2026-02-19T22:00:00Z,0,,,,,,,,,,,,0.9,0.0,0.3,0.0,1.1,0.0,0.0,0.4,8.5,0.3,0.0,,,,,,,
2026-02-19T23:00:00Z,0,,,,,,,,,,,,0.2,0.0,0.1,0.0,0.9,0.2,0.0,8.1,0.7,0.1,0.0,,,,,,,
2026-02-20T00:00:00Z,0,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.7,0.0,0.1,0.7,0.0,0.1,0.0,0.0,,,,,,
2026-02-20T01:00:00Z,0,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.1,0.0,0.0,0.0,,,,,,
2026-02-20T02:00:00Z,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.4,0.1,0.1,0.0,0.16,,,,,,
2026-02-20T03:00:00Z,0,,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2.65,,,,,,
2026-02-20T04:00:00Z,0,,,,,,,,,,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,,,,,,
2026-02-20T05:00:00Z,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T06:00:00Z,0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T07:00:00Z,0,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T08:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T09:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T10:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T11:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2026-02-20T12:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-02-20T13:00:00Z,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-02-20T14:00:00Z,0,,,,,,,,,,,,,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,
2026-02-20T15:00:00Z,0,,,,,,,,,,,,,10.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,
2026-02-20T16:00:00Z,0,,,,,,,,,,,,,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,,,,,
2026-02-20T17:00:00Z,0,,,,,,,,,,,,,1.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.2,,,,,
2026-02-20T18:00:00Z,0,,,,,,,,,,,,,2.0,17.4,1.5,0.1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2026-02-20T19:00:00Z,0,,,,,,,,,,,,,,5.8,0.8,3.5,27.8,0.0,0.0,0.0,23.2,0.0,0.0,0.0,,,,,
2026-02-20T20:00:00Z,0,,,,,,,,,,,,,,5.4,4.1,0.1,4.0,16.7,0.0,10.7,1.9,0.0,0.2,0.4,,,,,
2026-02-20T21:00:00Z,0,,,,,,,,,,,,,,4.5,0.6,0.1,8.9,3.5,0.0,17.3,58.6,0.8,2.6,5.8,,,,,
2026-02-20T22:00:00Z,0,,,,,,,,,,,,,,0.8,0.6,2.1,9.8,0.4,0.0,1.6,14.3,13.3,1.3,4.5,,,,,
2026-02-20T23:00:00Z,0,,,,,,,,,,,,,,0.2,0.0,0.0,2.0,0.1,0.3,0.2,2.0,0.2,0.3,0.9,,,,,
2026-02-21T00:00:00Z,0,,,,,,,,,,,,,,0.1,0.2,0.0,0.4,0.0,0.1,0.2,0.6,0.3,0.1,0.0,0.0,,,,
2026-02-21T01:00:00Z,0,,,,,,,,,,,,,,2.2,1.1,0.0,0.3,0.0,0.2,1.1,0.2,0.0,0.1,0.0,0.0,,,,
2026-02-21T02:00:00Z,0,,,,,,,,,,,,,,0.4,0.1,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.5,0.0,0.2,,,,
2026-02-21T03:00:00Z,0,,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,,,,
2026-02-21T04:00:00Z,0,,,,,,,,,,,,,,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T05:00:00Z,0,,,,,,,,,,,,,,-0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,,,
2026-02-21T06:00:00Z,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T07:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T08:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T09:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T10:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T11:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2026-02-21T12:00:00Z,0,,,,,,,,,,,,,,,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2026-02-21T13:00:00Z,0,,,,,,,,,,,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,
2026-02-21T14:00:00Z,0,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2026-02-21T15:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,,,
2026-02-21T16:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.6,0.0,5.5,6.0,0.0,0.0,11.5,0.0,,,
2026-02-21T17:00:00Z,0,,,,,,,,,,,,,,,0.0,0.0,0.2,0.0,0.0,0.0,0.6,1.5,0.4,0.0,0.9,0.0,,,
2026-02-21T18:00:00Z,0,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2026-02-21T19:00:00Z,0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.1,0.0,,,
2026-02-21T20:00:00Z,0,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,,,
2026-02-21T21:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.5,0.0,,,
2026-02-21T22:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,,,
2026-02-21T23:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.4,0.8,,,
2026-02-22T00:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.4,0.0,,
2026-02-22T01:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,13.8,0.1,0.0,0.0,,
2026-02-22T02:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,16.5,0.0,1.8,0.01,,
2026-02-22T03:00:00Z,0,,,,,,,,,,,,,,,,0.0,1.2,0.0,0.0,0.0,0.0,0.7,2.5,0.7,0.0,0.0,0.0,,
2026-02-22T04:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.7,0.0,0.0,0.1,0.0,0.6,1.0,0.0,0.0,0.0,0.02,,
2026-02-22T05:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,-0.03,,
2026-02-22T06:00:00Z,0,,,,,,,,,,,,,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-02-22T07:00:00Z,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-02-22T08:00:00Z,0,,,,,,,,,,,,,,,,,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-02-22T09:00:00Z,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2026-02-22T10:00:00Z,0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,
